Date,EUROSTOXX50,S&P500
2019-06-12,3386.6298828125,2879.840087890625
2019-06-13,3390.5,2891.639892578125
2019-06-14,3379.18994140625,2886.97998046875
2019-06-17,3383.2099609375,2889.669921875
2019-06-18,3452.889892578125,2917.75
2019-06-19,3454.699951171875,2926.4599609375
2019-06-20,3468.080078125,2954.179931640625
2019-06-21,3466.919921875,2950.4599609375
2019-06-24,3455.570068359375,2945.35009765625
2019-06-25,3444.360107421875,2917.3798828125
2019-06-26,3442.949951171875,2913.780029296875
2019-06-27,3442.3798828125,2924.919921875
2019-06-28,3473.68994140625,2941.760009765625
2019-07-01,3497.590087890625,2964.330078125
2019-07-02,3507.97998046875,2973.010009765625
2019-07-03,3540.6298828125,2995.820068359375
2019-07-05,3527.97998046875,2990.409912109375
2019-07-08,3523.760009765625,2975.949951171875
2019-07-09,3509.75,2979.6298828125
2019-07-10,3501.52001953125,2993.070068359375
2019-07-11,3496.72998046875,2999.909912109375
2019-07-12,3497.6298828125,3013.77001953125
2019-07-15,3502.219970703125,3014.300048828125
2019-07-16,3521.360107421875,3004.0400390625
2019-07-17,3501.580078125,2984.419921875
2019-07-18,3482.830078125,2995.110107421875
2019-07-19,3480.179931640625,2976.610107421875
2019-07-22,3489.919921875,2985.030029296875
2019-07-23,3532.8701171875,3005.469970703125
2019-07-24,3532.89990234375,3019.56005859375
2019-07-25,3510.14990234375,3003.669921875
2019-07-26,3524.469970703125,3025.860107421875
2019-07-29,3523.580078125,3020.969970703125
2019-07-30,3462.85009765625,3013.179931640625
2019-07-31,3466.85009765625,2980.3798828125
2019-08-02,3376.1201171875,2932.050048828125
2019-08-05,3310.929931640625,2844.739990234375
2019-08-06,3291.659912109375,2881.77001953125
2019-08-07,3309.989990234375,2883.97998046875
2019-08-08,3375.3798828125,2938.090087890625
2019-08-09,3333.739990234375,2918.64990234375
2019-08-12,3326.550048828125,2882.699951171875
2019-08-13,3357.159912109375,2926.320068359375
2019-08-14,3288.699951171875,2840.60009765625
2019-08-15,3282.780029296875,2847.60009765625
2019-08-16,3329.080078125,2888.679931640625
2019-08-19,3369.18994140625,2923.64990234375
2019-08-20,3350.22998046875,2900.510009765625
2019-08-21,3394.889892578125,2924.429931640625
2019-08-22,3373.669921875,2922.949951171875
2019-08-23,3334.25,2847.110107421875
2019-08-26,3348.840087890625,2878.3798828125
2019-08-27,3370.469970703125,2869.159912109375
2019-08-28,3365.3798828125,2887.93994140625
2019-08-29,3411.330078125,2924.580078125
2019-08-30,3426.760009765625,2926.4599609375
2019-09-03,3420.739990234375,2906.27001953125
2019-09-04,3450.830078125,2937.780029296875
2019-09-05,3484.699951171875,2976.0
