,Symbol,Hurricane Date,Hurricane Category,Wills Volatility Measure,Volatility Measure MA,Volatility Measure Trailing MA,MA Difference,TMA Difference
0,^RUA,2003-09-18,2,23.36058582805191,20.14514719553162,20.715362421600137,3.2154386325202893,2.6452234064517732
1,^RUA,2004-09-16,3,15.923000608524832,18.18992696466411,20.735471248540538,-2.266926356139278,-4.812470640015706
2,^RUA,2004-08-13,4,16.94103955706153,21.48891941408768,19.164381801859662,-4.54787985702615,-2.2233422447981326
3,^RUA,2004-09-16,3,15.923000608524832,18.18992696466411,20.735471248540538,-2.266926356139278,-4.812470640015706
4,^RUA,2005-08-29,3,20.77419707169239,17.884017459179642,17.208406414267003,2.8901796125127497,3.5657906574253886
5,^RUA,2005-08-25,3,13.424703021043403,18.029858431201372,17.558373972110505,-4.60515541015797,-4.133670951067103
6,^RUA,2005-10-24,3,27.051795089102868,21.040606511542183,17.841744774135297,6.011188577560684,9.210050314967571
7,^RUA,2005-08-29,3,20.77419707169239,17.884017459179642,17.208406414267003,2.8901796125127497,3.5657906574253886
8,^RUA,2005-08-29,3,20.77419707169239,17.884017459179642,17.208406414267003,2.8901796125127497,3.5657906574253886
9,^RUA,2016-10-07,2,19.931641679519426,19.835811509286597,18.360264658880347,0.09583017023282991,1.5713770206390798
10,^RUA,1989-09-22,4,14.238920506427679,17.33261180103644,18.0984756541894,-3.0936912946087602,-3.8595551477617214
11,^RUA,1991-08-19,2,42.72640349555794,17.291991965456777,18.515567045758413,25.434411530101162,24.210836449799526
12,^RUA,1991-08-19,2,42.72640349555794,17.291991965456777,18.515567045758413,25.434411530101162,24.210836449799526
13,^RUA,1991-08-19,2,42.72640349555794,17.291991965456777,18.515567045758413,25.434411530101162,24.210836449799526
14,^RUA,1991-08-19,3,42.72640349555794,17.291991965456777,18.515567045758413,25.434411530101162,24.210836449799526
15,^RUA,1992-08-24,5,22.426603371925047,16.561130287749716,17.196932386821608,5.865473084175331,5.229670985103439
16,^RUA,1992-08-26,3,16.749437656892276,17.136257269206443,16.670735512609877,-0.3868196123141665,0.07870214428239919
17,^RUA,1992-09-11,4,12.922191387638962,16.413190328955842,16.05418419649935,-3.49099894131688,-3.131992808860387
18,^RUA,1993-08-31,3,14.759632823750104,14.628032613685347,15.031583517350956,0.1316002100647573,-0.2719506936008518
19,^RUA,1995-08-03,2,18.471062421627735,18.467046300414488,16.986280790264697,0.004016121213247459,1.4847816313630382
20,^RUA,1995-10-04,3,15.763118551197762,16.555354246050065,15.375854297587702,-0.7922356948523035,0.38726425361005923
21,^RUA,1996-07-12,2,20.86733739373951,18.873293088393684,18.24952335508047,1.9940443053458274,2.6178140386590414
22,^RUA,1996-09-06,3,22.76144176546833,18.78071052406493,22.70757053799671,3.980731241403401,0.0538712274716211
23,^RUA,1998-09-25,2,30.03370729281528,40.242618875046865,34.19234985553777,-10.208911582231586,-4.158642562722491
24,^RUA,1998-09-29,2,23.65230575603979,39.12220178562897,36.6183540458163,-15.469896029589176,-12.966048289776506
25,^RUA,1998-08-27,2,54.21908100879114,28.379809943599216,24.85424053152601,25.839271065191927,29.364840477265133
26,^RUA,1999-09-16,2,25.93090899910479,23.414373297413476,24.798709685475085,2.516535701691314,1.1321993136297053
27,^RUA,1999-10-18,2,25.87130974034577,26.52754184667869,24.766894103956382,-0.6562321063329222,1.104415636389387
28,^RUA,1999-08-23,3,26.824300791994855,24.360685872753503,21.52774550064501,2.4636149192413512,5.2965552913498435
29,^RUA,1999-09-16,4,25.93090899910479,23.414373297413476,24.798709685475085,2.516535701691314,1.1321993136297053
