,Symbol,Hurricane Date,Hurricane Category,Wills Volatility Measure,Volatility Measure MA,Volatility Measure Trailing MA,MA Difference,TMA Difference
0,S&P 500,2003-09-18,2,23.950301747200047,20.233922507513775,21.249858691448594,3.7163792396862725,2.700443055751453
1,S&P 500,2004-09-16,3,15.065871930588653,17.96211705696345,20.382792373106348,-2.8962451263747973,-5.316920442517695
2,S&P 500,2004-08-13,4,16.446446072112394,21.157196608533212,19.375113669464618,-4.710750536420818,-2.9286675973522236
3,S&P 500,2004-09-16,3,15.065871930588653,17.96211705696345,20.382792373106348,-2.8962451263747973,-5.316920442517695
4,S&P 500,2005-08-29,3,20.55546561257536,17.848862593973184,16.94722355636341,2.706603018602177,3.6082420562119495
5,S&P 500,2005-08-25,3,13.433363021847073,18.01098806804159,17.388074676773094,-4.577625046194518,-3.9547116549260206
6,S&P 500,2005-10-24,3,26.64583055820725,20.682744438677926,17.814807610890604,5.963086119529326,8.831022947316647
7,S&P 500,2005-08-29,3,20.55546561257536,17.848862593973184,16.94722355636341,2.706603018602177,3.6082420562119495
8,S&P 500,2005-08-29,3,20.55546561257536,17.848862593973184,16.94722355636341,2.706603018602177,3.6082420562119495
9,S&P 500,2016-10-07,2,19.747818232306443,19.191766126561646,17.918695744016738,0.5560521057447971,1.8291224882897055
30,S&P 500,1964-08-27,2,20.674225325817172,21.309700480653472,21.915684881921074,-0.6354751548362998,-1.2414595561039015
31,S&P 500,1964-09-10,2,20.836863746499425,20.290492588636777,21.44303942627262,0.546371157862648,-0.6061756797731945
32,S&P 500,1964-10-14,2,19.305623549885944,21.08830825859809,21.053171934601277,-1.7826847087121465,-1.7475483847153335
33,S&P 500,1965-09-08,3,22.993633263659774,20.9510382027611,21.811433726777842,2.042595060898673,1.1821995368819316
34,S&P 500,1965-09-10,3,26.156117970998803,21.122872389430142,21.440480987353492,5.033245581568661,4.715636983645311
35,S&P 500,1966-06-09,2,26.65305254739863,27.78198638083885,28.592884684538213,-1.1289338334402181,-1.9398321371395824
36,S&P 500,1966-06-13,3,25.99631098851477,27.68670483208526,29.107234349186932,-1.6903938435704866,-3.1109233606721602
37,S&P 500,1967-09-20,3,25.08606336648281,25.048920603233423,24.95294855473968,0.037142763249388366,0.13311481174313045
38,S&P 500,1969-08-18,5,25.808157093889953,30.261110648362504,28.69530929518829,-4.4529535544725505,-2.8871522012983384
39,S&P 500,1970-08-03,3,31.70543094128644,31.92451372451856,34.6388919601209,-0.21908278323212116,-2.9334610188344605
