,Symbol,Hurricane Date,Wills Volatility Measure,Mean volatility on this day other years
0,^RUT,2003-09-18,22.142963486178424,24.67250837236596
1,^RUT,2004-09-16,21.630385116335077,21.62579669809699
2,^RUT,2004-08-13,19.913695298049202,21.393988931725584
3,^RUT,2004-09-16,21.630385116335077,21.62579669809699
4,^RUT,2005-08-29,25.284081414806828,21.04871462495958
5,^RUT,2005-08-25,16.27044394449586,21.71177987777344
6,^RUT,2005-10-24,31.68321792442199,22.934878840139522
7,^RUT,2005-08-29,25.284081414806828,21.04871462495958
8,^RUT,2005-08-29,25.284081414806828,21.04871462495958
9,^RUT,2016-10-07,23.0943438631269,25.651354237968608
10,^RUT,1989-09-22,13.002230539566536,24.9732584735784
11,^RUT,1991-08-19,54.514925685766194,21.65690150697112
12,^RUT,1991-08-19,54.514925685766194,21.65690150697112
13,^RUT,1991-08-19,54.514925685766194,21.65690150697112
14,^RUT,1991-08-19,54.514925685766194,21.65690150697112
15,^RUT,1992-08-24,23.885182486025382,21.829141113031888
16,^RUT,1992-08-26,13.583740417346725,23.20277425143627
17,^RUT,1992-09-11,13.585373398692386,21.65635077171493
18,^RUT,1993-08-31,15.499056313256698,22.153455095797643
19,^RUT,1995-08-03,18.83581280945852,25.751707654418354
20,^RUT,1995-10-04,20.81470723881704,24.333624310940067
21,^RUT,1996-07-12,17.595379566159092,21.74492307344768
22,^RUT,1996-09-06,17.541076946986088,22.135879064146184
23,^RUT,1998-09-25,20.152533212449327,22.394039746490087
24,^RUT,1998-09-29,21.957751455498233,22.880222975720248
25,^RUT,1998-08-27,54.9115661591627,24.42298421894837
26,^RUT,1999-09-16,26.906499996722477,21.405958578080853
27,^RUT,1999-10-18,30.50960580073353,21.510012532770702
28,^RUT,1999-08-23,16.631065567821445,24.53569546594429
29,^RUT,1999-09-16,26.906499996722477,21.405958578080853
