areaCode,areaName,areaType,date,cumCasesBySpecimenDate
K02000001,United Kingdom,overview,2020-04-08,76466
K02000001,United Kingdom,overview,2020-04-07,71348
K02000001,United Kingdom,overview,2020-04-06,65920
K02000001,United Kingdom,overview,2020-04-05,60664
K02000001,United Kingdom,overview,2020-04-04,57081
K02000001,United Kingdom,overview,2020-04-03,53072
K02000001,United Kingdom,overview,2020-04-02,48183
K02000001,United Kingdom,overview,2020-04-01,43327
K02000001,United Kingdom,overview,2020-03-31,38396
K02000001,United Kingdom,overview,2020-03-30,33881
K02000001,United Kingdom,overview,2020-03-29,29622
K02000001,United Kingdom,overview,2020-03-28,26769
K02000001,United Kingdom,overview,2020-03-27,23953
K02000001,United Kingdom,overview,2020-03-26,20770
K02000001,United Kingdom,overview,2020-03-25,17690
K02000001,United Kingdom,overview,2020-03-24,15002
K02000001,United Kingdom,overview,2020-03-23,12633
K02000001,United Kingdom,overview,2020-03-22,10311
K02000001,United Kingdom,overview,2020-03-21,8938
K02000001,United Kingdom,overview,2020-03-20,7747
K02000001,United Kingdom,overview,2020-03-19,6489
K02000001,United Kingdom,overview,2020-03-18,5440
K02000001,United Kingdom,overview,2020-03-17,4448
K02000001,United Kingdom,overview,2020-03-16,3661
K02000001,United Kingdom,overview,2020-03-15,3058
K02000001,United Kingdom,overview,2020-03-14,2617
K02000001,United Kingdom,overview,2020-03-13,2255
K02000001,United Kingdom,overview,2020-03-12,1775
K02000001,United Kingdom,overview,2020-03-11,1293
K02000001,United Kingdom,overview,2020-03-10,890
K02000001,United Kingdom,overview,2020-03-09,624
K02000001,United Kingdom,overview,2020-03-08,477
K02000001,United Kingdom,overview,2020-03-07,420
K02000001,United Kingdom,overview,2020-03-06,353
K02000001,United Kingdom,overview,2020-03-05,272
K02000001,United Kingdom,overview,2020-03-04,222
K02000001,United Kingdom,overview,2020-03-03,166
K02000001,United Kingdom,overview,2020-03-02,109
K02000001,United Kingdom,overview,2020-03-01,70
K02000001,United Kingdom,overview,2020-02-29,48
K02000001,United Kingdom,overview,2020-02-28,43
K02000001,United Kingdom,overview,2020-02-27,30
K02000001,United Kingdom,overview,2020-02-26,22
K02000001,United Kingdom,overview,2020-02-25,18
K02000001,United Kingdom,overview,2020-02-24,13
K02000001,United Kingdom,overview,2020-02-23,11
K02000001,United Kingdom,overview,2020-02-22,10
K02000001,United Kingdom,overview,2020-02-21,10
K02000001,United Kingdom,overview,2020-02-20,9
K02000001,United Kingdom,overview,2020-02-19,9
K02000001,United Kingdom,overview,2020-02-18,9
K02000001,United Kingdom,overview,2020-02-17,9
K02000001,United Kingdom,overview,2020-02-16,9
K02000001,United Kingdom,overview,2020-02-15,9
K02000001,United Kingdom,overview,2020-02-14,9
K02000001,United Kingdom,overview,2020-02-13,9
K02000001,United Kingdom,overview,2020-02-12,9
K02000001,United Kingdom,overview,2020-02-11,9
K02000001,United Kingdom,overview,2020-02-10,8
K02000001,United Kingdom,overview,2020-02-09,8
K02000001,United Kingdom,overview,2020-02-08,7
K02000001,United Kingdom,overview,2020-02-07,3
K02000001,United Kingdom,overview,2020-02-06,3
K02000001,United Kingdom,overview,2020-02-05,3
K02000001,United Kingdom,overview,2020-02-04,2
K02000001,United Kingdom,overview,2020-02-03,2
K02000001,United Kingdom,overview,2020-02-02,2
K02000001,United Kingdom,overview,2020-02-01,2
K02000001,United Kingdom,overview,2020-01-31,2
K02000001,United Kingdom,overview,2020-01-30,2
