Date,Close,Name
2021-03-11,0.02800000086426735,^IRX
2021-03-12,0.02500000037252903,^IRX
2021-03-15,0.014999999664723873,^IRX
2021-03-16,0.00800000037997961,^IRX
2021-03-17,0.00800000037997961,^IRX
2021-03-18,0.003000000026077032,^IRX
2021-03-19,0.004999999888241291,^IRX
2021-03-22,0.004999999888241291,^IRX
2021-03-23,0.009999999776482582,^IRX
2021-03-24,0.014999999664723873,^IRX
2021-03-25,0.014999999664723873,^IRX
2021-03-26,0.014999999664723873,^IRX
2021-03-29,0.00800000037997961,^IRX
2021-03-30,0.013000000268220901,^IRX
2021-03-31,0.013000000268220901,^IRX
2021-04-01,0.00800000037997961,^IRX
2021-04-05,0.014999999664723873,^IRX
2021-04-06,0.014999999664723873,^IRX
2021-04-07,0.009999999776482582,^IRX
2021-04-08,0.004999999888241291,^IRX
2021-04-09,0.003000000026077032,^IRX
2021-04-12,0.009999999776482582,^IRX
2021-04-13,0.014999999664723873,^IRX
2021-04-14,0.014999999664723873,^IRX
2021-04-15,0.009999999776482582,^IRX
2021-04-16,0.00800000037997961,^IRX
2021-04-19,0.014999999664723873,^IRX
2021-04-20,0.014999999664723873,^IRX
2021-04-21,0.013000000268220901,^IRX
2021-04-22,0.014999999664723873,^IRX
2021-04-23,0.014999999664723873,^IRX
2021-04-26,0.00800000037997961,^IRX
2021-04-27,0.009999999776482582,^IRX
2021-04-28,0.00800000037997961,^IRX
2021-04-29,0.00800000037997961,^IRX
2021-04-30,0.003000000026077032,^IRX
2021-05-03,0.004999999888241291,^IRX
2021-05-04,0.009999999776482582,^IRX
2021-05-05,0.00800000037997961,^IRX
2021-05-06,0.00800000037997961,^IRX
2021-05-07,0.00800000037997961,^IRX
2021-05-10,0.004999999888241291,^IRX
2021-05-11,0.009999999776482582,^IRX
2021-05-12,0.009999999776482582,^IRX
2021-05-13,0.00800000037997961,^IRX
2021-05-14,0.004999999888241291,^IRX
2021-05-17,0.004999999888241291,^IRX
2021-05-18,0.009999999776482582,^IRX
2021-05-19,0.004999999888241291,^IRX
2021-05-20,0.003000000026077032,^IRX
2021-05-21,0.003000000026077032,^IRX
2021-05-24,0.003000000026077032,^IRX
2021-05-25,0.009999999776482582,^IRX
2021-05-26,0.004999999888241291,^IRX
2021-05-27,0.004999999888241291,^IRX
2021-05-28,0.00800000037997961,^IRX
2021-06-01,0.009999999776482582,^IRX
2021-06-02,0.014999999664723873,^IRX
2021-06-03,0.014999999664723873,^IRX
2021-06-04,0.014999999664723873,^IRX
2021-06-07,0.017999999225139618,^IRX
2021-06-08,0.019999999552965164,^IRX
2021-06-09,0.019999999552965164,^IRX
2021-06-10,0.019999999552965164,^IRX
2021-06-11,0.017999999225139618,^IRX
2021-06-14,0.014999999664723873,^IRX
2021-06-15,0.019999999552965164,^IRX
2021-06-16,0.02800000086426735,^IRX
2021-06-17,0.02800000086426735,^IRX
2021-06-18,0.02800000086426735,^IRX
2021-06-21,0.029999999329447746,^IRX
2021-06-22,0.03799999877810478,^IRX
2021-06-23,0.03999999910593033,^IRX
2021-06-24,0.0430000014603138,^IRX
2021-06-25,0.0430000014603138,^IRX
2021-06-28,0.03999999910593033,^IRX
2021-06-29,0.03999999910593033,^IRX
2021-06-30,0.03999999910593033,^IRX
2021-07-01,0.03999999910593033,^IRX
2021-07-02,0.03799999877810478,^IRX
2021-07-06,0.03999999910593033,^IRX
2021-07-07,0.0430000014603138,^IRX
2021-07-08,0.0430000014603138,^IRX
2021-07-09,0.0430000014603138,^IRX
2021-07-12,0.0430000014603138,^IRX
2021-07-13,0.04500000178813934,^IRX
2021-07-14,0.04500000178813934,^IRX
2021-07-15,0.03799999877810478,^IRX
2021-07-16,0.03799999877810478,^IRX
2021-07-19,0.03999999910593033,^IRX
2021-07-20,0.04500000178813934,^IRX
2021-07-21,0.04500000178813934,^IRX
2021-07-22,0.0430000014603138,^IRX
2021-07-23,0.04500000178813934,^IRX
2021-07-26,0.03999999910593033,^IRX
2021-07-27,0.04500000178813934,^IRX
2021-07-28,0.04500000178813934,^IRX
2021-07-29,0.03999999910593033,^IRX
2021-07-30,0.03999999910593033,^IRX
2021-08-02,0.03799999877810478,^IRX
2021-08-03,0.04500000178813934,^IRX
2021-08-04,0.04500000178813934,^IRX
2021-08-05,0.0430000014603138,^IRX
2021-08-06,0.0430000014603138,^IRX
2021-08-09,0.04500000178813934,^IRX
2021-08-10,0.05000000074505806,^IRX
2021-08-11,0.04500000178813934,^IRX
2021-08-12,0.0430000014603138,^IRX
2021-08-13,0.04500000178813934,^IRX
2021-08-16,0.057999998331069946,^IRX
2021-08-17,0.06300000101327896,^IRX
2021-08-18,0.054999999701976776,^IRX
2021-08-19,0.0430000014603138,^IRX
2021-08-20,0.0430000014603138,^IRX
2021-08-23,0.03999999910593033,^IRX
2021-08-24,0.04800000041723251,^IRX
2021-08-25,0.04500000178813934,^IRX
2021-08-26,0.0430000014603138,^IRX
2021-08-27,0.0430000014603138,^IRX
2021-08-30,0.03799999877810478,^IRX
2021-08-31,0.03999999910593033,^IRX
2021-09-01,0.03999999910593033,^IRX
2021-09-02,0.03999999910593033,^IRX
2021-09-03,0.03999999910593033,^IRX
2021-09-07,0.03500000014901161,^IRX
2021-09-08,0.03999999910593033,^IRX
2021-09-09,0.03799999877810478,^IRX
2021-09-10,0.03799999877810478,^IRX
2021-09-13,0.03799999877810478,^IRX
2021-09-14,0.03500000014901161,^IRX
2021-09-15,0.03500000014901161,^IRX
2021-09-16,0.029999999329447746,^IRX
2021-09-17,0.02800000086426735,^IRX
2021-09-20,0.02500000037252903,^IRX
2021-09-21,0.019999999552965164,^IRX
2021-09-22,0.02500000037252903,^IRX
2021-09-23,0.02500000037252903,^IRX
2021-09-24,0.02500000037252903,^IRX
2021-09-27,0.02500000037252903,^IRX
2021-09-28,0.029999999329447746,^IRX
2021-09-29,0.029999999329447746,^IRX
2021-09-30,0.02800000086426735,^IRX
2021-10-01,0.02800000086426735,^IRX
2021-10-04,0.02800000086426735,^IRX
2021-10-05,0.03500000014901161,^IRX
2021-10-06,0.03999999910593033,^IRX
2021-10-07,0.03999999910593033,^IRX
2021-10-08,0.03999999910593033,^IRX
2021-10-11,0.03999999910593033,^IRX
2021-10-12,0.03999999910593033,^IRX
2021-10-13,0.04500000178813934,^IRX
2021-10-14,0.03999999910593033,^IRX
2021-10-15,0.03799999877810478,^IRX
2021-10-18,0.0430000014603138,^IRX
2021-10-19,0.05000000074505806,^IRX
2021-10-20,0.05000000074505806,^IRX
2021-10-21,0.05000000074505806,^IRX
2021-10-22,0.05000000074505806,^IRX
2021-10-25,0.05000000074505806,^IRX
2021-10-26,0.05000000074505806,^IRX
2021-10-27,0.05000000074505806,^IRX
2021-10-28,0.04800000041723251,^IRX
2021-10-29,0.04800000041723251,^IRX
2021-11-01,0.03999999910593033,^IRX
2021-11-02,0.04500000178813934,^IRX
2021-11-03,0.04500000178813934,^IRX
2021-11-04,0.03500000014901161,^IRX
2021-11-05,0.03999999910593033,^IRX
2021-11-08,0.03500000014901161,^IRX
2021-11-09,0.03999999910593033,^IRX
2021-11-10,0.04500000178813934,^IRX
2021-11-11,0.03999999910593033,^IRX
2021-11-12,0.0430000014603138,^IRX
2021-11-15,0.03799999877810478,^IRX
2021-11-16,0.03999999910593033,^IRX
2021-11-17,0.04500000178813934,^IRX
2021-11-18,0.04500000178813934,^IRX
2021-11-19,0.04500000178813934,^IRX
2021-11-22,0.03999999910593033,^IRX
2021-11-23,0.04500000178813934,^IRX
2021-11-24,0.05000000074505806,^IRX
2021-11-26,0.0430000014603138,^IRX
2021-11-29,0.03799999877810478,^IRX
2021-11-30,0.04800000041723251,^IRX
2021-12-01,0.05000000074505806,^IRX
2021-12-02,0.0430000014603138,^IRX
2021-12-03,0.0430000014603138,^IRX
2021-12-06,0.0430000014603138,^IRX
2021-12-07,0.057999998331069946,^IRX
2021-12-08,0.05999999865889549,^IRX
2021-12-09,0.05299999937415123,^IRX
2021-12-10,0.05000000074505806,^IRX
2021-12-13,0.0430000014603138,^IRX
2021-12-14,0.04800000041723251,^IRX
2021-12-15,0.05000000074505806,^IRX
2020-12-15,0.375,^FVX
2020-12-16,0.3700000047683716,^FVX
2020-12-17,0.37700000405311584,^FVX
2020-12-18,0.38100001215934753,^FVX
2020-12-21,0.382999986410141,^FVX
2020-12-22,0.36399999260902405,^FVX
2020-12-23,0.37700000405311584,^FVX
2020-12-24,0.36399999260902405,^FVX
2020-12-28,0.36399999260902405,^FVX
2020-12-29,0.3779999911785126,^FVX
2020-12-30,0.3700000047683716,^FVX
2020-12-31,0.3610000014305115,^FVX
2021-01-04,0.3540000021457672,^FVX
2021-01-05,0.37700000405311584,^FVX
2021-01-06,0.4320000112056732,^FVX
2021-01-07,0.45399999618530273,^FVX
2021-01-08,0.4790000021457672,^FVX
2021-01-11,0.49799999594688416,^FVX
2021-01-12,0.503000020980835,^FVX
2021-01-13,0.47600001096725464,^FVX
2021-01-14,0.48399999737739563,^FVX
2021-01-15,0.45500001311302185,^FVX
2021-01-19,0.4490000009536743,^FVX
2021-01-20,0.4490000009536743,^FVX
2021-01-21,0.44699999690055847,^FVX
2021-01-22,0.4339999854564667,^FVX
2021-01-25,0.4099999964237213,^FVX
2021-01-26,0.41200000047683716,^FVX
2021-01-27,0.40700000524520874,^FVX
2021-01-28,0.4300000071525574,^FVX
2021-01-29,0.4429999887943268,^FVX
2021-02-01,0.42399999499320984,^FVX
2021-02-02,0.4449999928474426,^FVX
2021-02-03,0.45899999141693115,^FVX
2021-02-04,0.45899999141693115,^FVX
2021-02-05,0.46700000762939453,^FVX
2021-02-08,0.4749999940395355,^FVX
2021-02-09,0.4740000069141388,^FVX
2021-02-10,0.4560000002384186,^FVX
2021-02-11,0.460999995470047,^FVX
2021-02-12,0.48500001430511475,^FVX
2021-02-16,0.5609999895095825,^FVX
2021-02-17,0.5659999847412109,^FVX
2021-02-18,0.5479999780654907,^FVX
2021-02-19,0.5809999704360962,^FVX
2021-02-22,0.597000002861023,^FVX
2021-02-23,0.5789999961853027,^FVX
2021-02-24,0.6119999885559082,^FVX
2021-02-25,0.8019999861717224,^FVX
2021-02-26,0.7760000228881836,^FVX
2021-03-01,0.7110000252723694,^FVX
2021-03-02,0.675000011920929,^FVX
2021-03-03,0.7269999980926514,^FVX
2021-03-04,0.7820000052452087,^FVX
2021-03-05,0.7850000262260437,^FVX
2021-03-08,0.8500000238418579,^FVX
2021-03-09,0.8209999799728394,^FVX
2021-03-10,0.7919999957084656,^FVX
2021-03-11,0.777999997138977,^FVX
2021-03-12,0.847000002861023,^FVX
2021-03-15,0.8309999704360962,^FVX
2021-03-16,0.8240000009536743,^FVX
2021-03-17,0.7799999713897705,^FVX
2021-03-18,0.8690000176429749,^FVX
2021-03-19,0.8809999823570251,^FVX
2021-03-22,0.8600000143051147,^FVX
2021-03-23,0.8289999961853027,^FVX
2021-03-24,0.8140000104904175,^FVX
2021-03-25,0.8190000057220459,^FVX
2021-03-26,0.8560000061988831,^FVX
2021-03-29,0.890999972820282,^FVX
2021-03-30,0.9100000262260437,^FVX
2021-03-31,0.9380000233650208,^FVX
2021-04-01,0.9070000052452087,^FVX
2021-04-05,0.9409999847412109,^FVX
2021-04-06,0.871999979019165,^FVX
2021-04-07,0.8560000061988831,^FVX
2021-04-08,0.8399999737739563,^FVX
2021-04-09,0.8679999709129333,^FVX
2021-04-12,0.8899999856948853,^FVX
2021-04-13,0.8399999737739563,^FVX
2021-04-14,0.8600000143051147,^FVX
2021-04-15,0.7919999957084656,^FVX
2021-04-16,0.8209999799728394,^FVX
2021-04-19,0.8309999704360962,^FVX
2021-04-20,0.7950000166893005,^FVX
2021-04-21,0.8019999861717224,^FVX
2021-04-22,0.8019999861717224,^FVX
2021-04-23,0.8159999847412109,^FVX
2021-04-26,0.8309999704360962,^FVX
2021-04-27,0.878000020980835,^FVX
2021-04-28,0.8640000224113464,^FVX
2021-04-29,0.8669999837875366,^FVX
2021-04-30,0.8569999933242798,^FVX
2021-05-03,0.8289999961853027,^FVX
2021-05-04,0.8209999799728394,^FVX
2021-05-05,0.8029999732971191,^FVX
2021-05-06,0.796999990940094,^FVX
2021-05-07,0.7710000276565552,^FVX
2021-05-10,0.7820000052452087,^FVX
2021-05-11,0.8009999990463257,^FVX
2021-05-12,0.8640000224113464,^FVX
2021-05-13,0.8370000123977661,^FVX
2021-05-14,0.8159999847412109,^FVX
2021-05-17,0.8289999961853027,^FVX
2021-05-18,0.8190000057220459,^FVX
2021-05-19,0.8629999756813049,^FVX
2021-05-20,0.8149999976158142,^FVX
2021-05-21,0.828000009059906,^FVX
2021-05-24,0.8069999814033508,^FVX
2021-05-25,0.7739999890327454,^FVX
2021-05-26,0.777999997138977,^FVX
2021-05-27,0.8140000104904175,^FVX
2021-05-28,0.7879999876022339,^FVX
2021-06-01,0.8090000152587891,^FVX
2021-06-02,0.7960000038146973,^FVX
2021-06-03,0.8450000286102295,^FVX
2021-06-04,0.7839999794960022,^FVX
2021-06-07,0.7929999828338623,^FVX
2021-06-08,0.765999972820282,^FVX
2021-06-09,0.7450000047683716,^FVX
2021-06-10,0.7310000061988831,^FVX
2021-06-11,0.7480000257492065,^FVX
2021-06-14,0.7870000004768372,^FVX
2021-06-15,0.7850000262260437,^FVX
2021-06-16,0.8820000290870667,^FVX
2021-06-17,0.8790000081062317,^FVX
2021-06-18,0.8859999775886536,^FVX
2021-06-21,0.8840000033378601,^FVX
2021-06-22,0.859000027179718,^FVX
2021-06-23,0.8799999952316284,^FVX
2021-06-24,0.9070000052452087,^FVX
2021-06-25,0.9300000071525574,^FVX
2021-06-28,0.8960000276565552,^FVX
2021-06-29,0.890999972820282,^FVX
2021-06-30,0.8730000257492065,^FVX
2021-07-01,0.9020000100135803,^FVX
2021-07-02,0.859000027179718,^FVX
2021-07-06,0.8090000152587891,^FVX
2021-07-07,0.7799999713897705,^FVX
2021-07-08,0.7360000014305115,^FVX
2021-07-09,0.7870000004768372,^FVX
2021-07-12,0.7960000038146973,^FVX
2021-07-13,0.8479999899864197,^FVX
2021-07-14,0.7990000247955322,^FVX
2021-07-15,0.7749999761581421,^FVX
2021-07-16,0.777999997138977,^FVX
2021-07-19,0.6899999976158142,^FVX
2021-07-20,0.6740000247955322,^FVX
2021-07-21,0.7310000061988831,^FVX
2021-07-22,0.7120000123977661,^FVX
2021-07-23,0.7179999947547913,^FVX
2021-07-26,0.7129999995231628,^FVX
2021-07-27,0.6940000057220459,^FVX
2021-07-28,0.7400000095367432,^FVX
2021-07-29,0.7300000190734863,^FVX
2021-07-30,0.703000009059906,^FVX
2021-08-02,0.6510000228881836,^FVX
2021-08-03,0.6510000228881836,^FVX
2021-08-04,0.675000011920929,^FVX
2021-08-05,0.718999981880188,^FVX
2021-08-06,0.7649999856948853,^FVX
2021-08-09,0.7919999957084656,^FVX
2021-08-10,0.8230000138282776,^FVX
2021-08-11,0.8019999861717224,^FVX
2021-08-12,0.8309999704360962,^FVX
2021-08-13,0.7879999876022339,^FVX
2021-08-16,0.7509999871253967,^FVX
2021-08-17,0.7639999985694885,^FVX
2021-08-18,0.777999997138977,^FVX
2021-08-19,0.7649999856948853,^FVX
2021-08-20,0.7850000262260437,^FVX
2021-08-23,0.7720000147819519,^FVX
2021-08-24,0.7929999828338623,^FVX
2021-08-25,0.8190000057220459,^FVX
2021-08-26,0.8429999947547913,^FVX
2021-08-27,0.800000011920929,^FVX
2021-08-30,0.7710000276565552,^FVX
2021-08-31,0.7720000147819519,^FVX
2021-09-01,0.7799999713897705,^FVX
2021-09-02,0.7760000228881836,^FVX
2021-09-03,0.7850000262260437,^FVX
2021-09-07,0.8190000057220459,^FVX
2021-09-08,0.8059999942779541,^FVX
2021-09-09,0.7870000004768372,^FVX
2021-09-10,0.8159999847412109,^FVX
2021-09-13,0.8050000071525574,^FVX
2021-09-14,0.7789999842643738,^FVX
2021-09-15,0.800000011920929,^FVX
2021-09-16,0.8339999914169312,^FVX
2021-09-17,0.8659999966621399,^FVX
2021-09-20,0.8209999799728394,^FVX
2021-09-21,0.8289999961853027,^FVX
2021-09-22,0.871999979019165,^FVX
2021-09-23,0.9290000200271606,^FVX
2021-09-24,0.9570000171661377,^FVX
2021-09-27,0.9829999804496765,^FVX
2021-09-28,1.0230000019073486,^FVX
2021-09-29,1.0119999647140503,^FVX
2021-09-30,0.996999979019165,^FVX
2021-10-01,0.9409999847412109,^FVX
2021-10-04,0.9440000057220459,^FVX
2021-10-05,0.9779999852180481,^FVX
2021-10-06,0.9850000143051147,^FVX
2021-10-07,1.0190000534057617,^FVX
2021-10-08,1.0479999780654907,^FVX
2021-10-11,1.059999942779541,^FVX
2021-10-12,1.0740000009536743,^FVX
2021-10-13,1.0870000123977661,^FVX
2021-10-14,1.0499999523162842,^FVX
2021-10-15,1.121999979019165,^FVX
2021-10-18,1.1619999408721924,^FVX
2021-10-19,1.156999945640564,^FVX
2021-10-20,1.1469999551773071,^FVX
2021-10-21,1.2120000123977661,^FVX
2021-10-22,1.2109999656677246,^FVX
2021-10-25,1.1759999990463257,^FVX
2021-10-26,1.1829999685287476,^FVX
2021-10-27,1.1380000114440918,^FVX
2021-10-28,1.187999963760376,^FVX
2021-10-29,1.187999963760376,^FVX
2021-11-01,1.1979999542236328,^FVX
2021-11-02,1.1490000486373901,^FVX
2021-11-03,1.184999942779541,^FVX
2021-11-04,1.1039999723434448,^FVX
2021-11-05,1.0540000200271606,^FVX
2021-11-08,1.1200000047683716,^FVX
2021-11-09,1.0679999589920044,^FVX
2021-11-10,1.2139999866485596,^FVX
2021-11-11,1.2209999561309814,^FVX
2021-11-12,1.2359999418258667,^FVX
2021-11-15,1.2569999694824219,^FVX
2021-11-16,1.2669999599456787,^FVX
2021-11-17,1.2359999418258667,^FVX
2021-11-18,1.2230000495910645,^FVX
2021-11-19,1.2029999494552612,^FVX
2021-11-22,1.309999942779541,^FVX
2021-11-23,1.3339999914169312,^FVX
2021-11-24,1.343999981880188,^FVX
2021-11-26,1.1690000295639038,^FVX
2021-11-29,1.184999942779541,^FVX
2021-11-30,1.149999976158142,^FVX
2021-12-01,1.1549999713897705,^FVX
2021-12-02,1.2079999446868896,^FVX
2021-12-03,1.1239999532699585,^FVX
2021-12-06,1.2130000591278076,^FVX
2021-12-07,1.2569999694824219,^FVX
2021-12-08,1.2610000371932983,^FVX
2021-12-09,1.2569999694824219,^FVX
2021-12-10,1.2519999742507935,^FVX
2021-12-13,1.2130000591278076,^FVX
2021-12-14,1.2339999675750732,^FVX
2021-12-15,1.2419999837875366,^FVX
2020-12-15,0.9229999780654907,^TNX
2020-12-16,0.9200000166893005,^TNX
2020-12-17,0.9300000071525574,^TNX
2020-12-18,0.9480000138282776,^TNX
2020-12-21,0.9409999847412109,^TNX
2020-12-22,0.9179999828338623,^TNX
2020-12-23,0.9549999833106995,^TNX
2020-12-24,0.9279999732971191,^TNX
2020-12-28,0.9330000281333923,^TNX
2020-12-29,0.9350000023841858,^TNX
2020-12-30,0.9259999990463257,^TNX
2020-12-31,0.9169999957084656,^TNX
2021-01-04,0.9169999957084656,^TNX
2021-01-05,0.9549999833106995,^TNX
2021-01-06,1.0420000553131104,^TNX
2021-01-07,1.0709999799728394,^TNX
2021-01-08,1.1050000190734863,^TNX
2021-01-11,1.1319999694824219,^TNX
2021-01-12,1.1380000114440918,^TNX
2021-01-13,1.0880000591278076,^TNX
2021-01-14,1.128999948501587,^TNX
2021-01-15,1.097000002861023,^TNX
2021-01-19,1.0920000076293945,^TNX
2021-01-20,1.090000033378601,^TNX
2021-01-21,1.1089999675750732,^TNX
2021-01-22,1.090999960899353,^TNX
2021-01-25,1.0399999618530273,^TNX
2021-01-26,1.0399999618530273,^TNX
2021-01-27,1.0140000581741333,^TNX
2021-01-28,1.0570000410079956,^TNX
2021-01-29,1.093000054359436,^TNX
2021-02-01,1.0770000219345093,^TNX
2021-02-02,1.1050000190734863,^TNX
2021-02-03,1.13100004196167,^TNX
2021-02-04,1.1390000581741333,^TNX
2021-02-05,1.1699999570846558,^TNX
2021-02-08,1.159999966621399,^TNX
2021-02-09,1.156999945640564,^TNX
2021-02-10,1.1330000162124634,^TNX
2021-02-11,1.1579999923706055,^TNX
2021-02-12,1.2000000476837158,^TNX
2021-02-16,1.2990000247955322,^TNX
2021-02-17,1.3009999990463257,^TNX
2021-02-18,1.2869999408721924,^TNX
2021-02-19,1.3450000286102295,^TNX
2021-02-22,1.3700000047683716,^TNX
2021-02-23,1.3619999885559082,^TNX
2021-02-24,1.3890000581741333,^TNX
2021-02-25,1.5180000066757202,^TNX
2021-02-26,1.4600000381469727,^TNX
2021-03-01,1.4459999799728394,^TNX
2021-03-02,1.4149999618530273,^TNX
2021-03-03,1.4700000286102295,^TNX
2021-03-04,1.5499999523162842,^TNX
2021-03-05,1.5540000200271606,^TNX
2021-03-08,1.5959999561309814,^TNX
2021-03-09,1.5460000038146973,^TNX
2021-03-10,1.5199999809265137,^TNX
2021-03-11,1.5269999504089355,^TNX
2021-03-12,1.6349999904632568,^TNX
2021-03-15,1.6069999933242798,^TNX
2021-03-16,1.621000051498413,^TNX
2021-03-17,1.6410000324249268,^TNX
2021-03-18,1.7300000190734863,^TNX
2021-03-19,1.7319999933242798,^TNX
2021-03-22,1.684000015258789,^TNX
2021-03-23,1.6380000114440918,^TNX
2021-03-24,1.6139999628067017,^TNX
2021-03-25,1.6139999628067017,^TNX
2021-03-26,1.659999966621399,^TNX
2021-03-29,1.7209999561309814,^TNX
2021-03-30,1.7259999513626099,^TNX
2021-03-31,1.746000051498413,^TNX
2021-04-01,1.6790000200271606,^TNX
2021-04-05,1.7200000286102295,^TNX
2021-04-06,1.656000018119812,^TNX
2021-04-07,1.652999997138977,^TNX
2021-04-08,1.6319999694824219,^TNX
2021-04-09,1.6660000085830688,^TNX
2021-04-12,1.6749999523162842,^TNX
2021-04-13,1.6230000257492065,^TNX
2021-04-14,1.6380000114440918,^TNX
2021-04-15,1.5299999713897705,^TNX
2021-04-16,1.5729999542236328,^TNX
2021-04-19,1.6009999513626099,^TNX
2021-04-20,1.562000036239624,^TNX
2021-04-21,1.5640000104904175,^TNX
2021-04-22,1.5540000200271606,^TNX
2021-04-23,1.5670000314712524,^TNX
2021-04-26,1.5700000524520874,^TNX
2021-04-27,1.621999979019165,^TNX
2021-04-28,1.6200000047683716,^TNX
2021-04-29,1.6399999856948853,^TNX
2021-04-30,1.63100004196167,^TNX
2021-05-03,1.6069999933242798,^TNX
2021-05-04,1.5920000076293945,^TNX
2021-05-05,1.5839999914169312,^TNX
2021-05-06,1.5609999895095825,^TNX
2021-05-07,1.5770000219345093,^TNX
2021-05-10,1.6019999980926514,^TNX
2021-05-11,1.6239999532699585,^TNX
2021-05-12,1.6950000524520874,^TNX
2021-05-13,1.6679999828338623,^TNX
2021-05-14,1.6349999904632568,^TNX
2021-05-17,1.6399999856948853,^TNX
2021-05-18,1.6419999599456787,^TNX
2021-05-19,1.6829999685287476,^TNX
2021-05-20,1.6339999437332153,^TNX
2021-05-21,1.6319999694824219,^TNX
2021-05-24,1.6080000400543213,^TNX
2021-05-25,1.5640000104904175,^TNX
2021-05-26,1.5740000009536743,^TNX
2021-05-27,1.6100000143051147,^TNX
2021-05-28,1.5809999704360962,^TNX
2021-06-01,1.6150000095367432,^TNX
2021-06-02,1.590999960899353,^TNX
2021-06-03,1.625,^TNX
2021-06-04,1.559999942779541,^TNX
2021-06-07,1.569000005722046,^TNX
2021-06-08,1.527999997138977,^TNX
2021-06-09,1.4889999628067017,^TNX
2021-06-10,1.4589999914169312,^TNX
2021-06-11,1.4620000123977661,^TNX
2021-06-14,1.5010000467300415,^TNX
2021-06-15,1.4989999532699585,^TNX
2021-06-16,1.569000005722046,^TNX
2021-06-17,1.5110000371932983,^TNX
2021-06-18,1.4500000476837158,^TNX
2021-06-21,1.4839999675750732,^TNX
2021-06-22,1.472000002861023,^TNX
2021-06-23,1.4869999885559082,^TNX
2021-06-24,1.4869999885559082,^TNX
2021-06-25,1.5360000133514404,^TNX
2021-06-28,1.4780000448226929,^TNX
2021-06-29,1.4800000190734863,^TNX
2021-06-30,1.4429999589920044,^TNX
2021-07-01,1.4800000190734863,^TNX
2021-07-02,1.430999994277954,^TNX
2021-07-06,1.3700000047683716,^TNX
2021-07-07,1.3209999799728394,^TNX
2021-07-08,1.2879999876022339,^TNX
2021-07-09,1.3559999465942383,^TNX
2021-07-12,1.3630000352859497,^TNX
2021-07-13,1.4149999618530273,^TNX
2021-07-14,1.3559999465942383,^TNX
2021-07-15,1.2970000505447388,^TNX
2021-07-16,1.2999999523162842,^TNX
2021-07-19,1.180999994277954,^TNX
2021-07-20,1.2089999914169312,^TNX
2021-07-21,1.2799999713897705,^TNX
2021-07-22,1.2649999856948853,^TNX
2021-07-23,1.2860000133514404,^TNX
2021-07-26,1.2760000228881836,^TNX
2021-07-27,1.2339999675750732,^TNX
2021-07-28,1.2610000371932983,^TNX
2021-07-29,1.2690000534057617,^TNX
2021-07-30,1.2389999628067017,^TNX
2021-08-02,1.1740000247955322,^TNX
2021-08-03,1.1759999990463257,^TNX
2021-08-04,1.184000015258789,^TNX
2021-08-05,1.2170000076293945,^TNX
2021-08-06,1.2899999618530273,^TNX
2021-08-09,1.3170000314712524,^TNX
